100
100*(x2-x1^2)^2+(1-x1)^2+100*(x3-x2^2)^2+(1-x2)^2+100*(x4-x3^2)^2+(1-x3)^2+100*(x5-x4^2)^2+(1-x4)^2+100*(x6-x5^2)^2+(1-x5)^2+100*(x7-x6^2)^2+(1-x6)^2+100*(x8-x7^2)^2+(1-x7)^2+100*(x9-x8^2)^2+(1-x8)^2+100*(x10-x9^2)^2+(1-x9)^2+100*(x11-x10^2)^2+(1-x10)^2+100*(x12-x11^2)^2+(1-x11)^2+100*(x13-x12^2)^2+(1-x12)^2+100*(x14-x13^2)^2+(1-x13)^2+100*(x15-x14^2)^2+(1-x14)^2+100*(x16-x15^2)^2+(1-x15)^2+100*(x17-x16^2)^2+(1-x16)^2+100*(x18-x17^2)^2+(1-x17)^2+100*(x19-x18^2)^2+(1-x18)^2+100*(x20-x19^2)^2+(1-x19)^2+100*(x21-x20^2)^2+(1-x20)^2+100*(x22-x21^2)^2+(1-x21)^2+100*(x23-x22^2)^2+(1-x22)^2+100*(x24-x23^2)^2+(1-x23)^2+100*(x25-x24^2)^2+(1-x24)^2+100*(x26-x25^2)^2+(1-x25)^2+100*(x27-x26^2)^2+(1-x26)^2+100*(x28-x27^2)^2+(1-x27)^2+100*(x29-x28^2)^2+(1-x28)^2+100*(x30-x29^2)^2+(1-x29)^2+100*(x31-x30^2)^2+(1-x30)^2+100*(x32-x31^2)^2+(1-x31)^2+100*(x33-x32^2)^2+(1-x32)^2+100*(x34-x33^2)^2+(1-x33)^2+100*(x35-x34^2)^2+(1-x34)^2+100*(x36-x35^2)^2+(1-x35)^2+100*(x37-x36^2)^2+(1-x36)^2+100*(x38-x37^2)^2+(1-x37)^2+100*(x39-x38^2)^2+(1-x38)^2+100*(x40-x39^2)^2+(1-x39)^2+100*(x41-x40^2)^2+(1-x40)^2+100*(x42-x41^2)^2+(1-x41)^2+100*(x43-x42^2)^2+(1-x42)^2+100*(x44-x43^2)^2+(1-x43)^2+100*(x45-x44^2)^2+(1-x44)^2+100*(x46-x45^2)^2+(1-x45)^2+100*(x47-x46^2)^2+(1-x46)^2+100*(x48-x47^2)^2+(1-x47)^2+100*(x49-x48^2)^2+(1-x48)^2+100*(x50-x49^2)^2+(1-x49)^2+100*(x51-x50^2)^2+(1-x50)^2+100*(x52-x51^2)^2+(1-x51)^2+100*(x53-x52^2)^2+(1-x52)^2+100*(x54-x53^2)^2+(1-x53)^2+100*(x55-x54^2)^2+(1-x54)^2+100*(x56-x55^2)^2+(1-x55)^2+100*(x57-x56^2)^2+(1-x56)^2+100*(x58-x57^2)^2+(1-x57)^2+100*(x59-x58^2)^2+(1-x58)^2+100*(x60-x59^2)^2+(1-x59)^2+100*(x61-x60^2)^2+(1-x60)^2+100*(x62-x61^2)^2+(1-x61)^2+100*(x63-x62^2)^2+(1-x62)^2+100*(x64-x63^2)^2+(1-x63)^2+100*(x65-x64^2)^2+(1-x64)^2+100*(x66-x65^2)^2+(1-x65)^2+100*(x67-x66^2)^2+(1-x66)^2+100*(x68-x67^2)^2+(1-x67)^2+100*(x69-x68^2)^2+(1-x68)^2+100*(x70-x69^2)^2+(1-x69)^2+100*(x71-x70^2)^2+(1-x70)^2+100*(x72-x71^2)^2+(1-x71)^2+100*(x73-x72^2)^2+(1-x72)^2+100*(x74-x73^2)^2+(1-x73)^2+100*(x75-x74^2)^2+(1-x74)^2+100*(x76-x75^2)^2+(1-x75)^2+100*(x77-x76^2)^2+(1-x76)^2+100*(x78-x77^2)^2+(1-x77)^2+100*(x79-x78^2)^2+(1-x78)^2+100*(x80-x79^2)^2+(1-x79)^2+100*(x81-x80^2)^2+(1-x80)^2+100*(x82-x81^2)^2+(1-x81)^2+100*(x83-x82^2)^2+(1-x82)^2+100*(x84-x83^2)^2+(1-x83)^2+100*(x85-x84^2)^2+(1-x84)^2+100*(x86-x85^2)^2+(1-x85)^2+100*(x87-x86^2)^2+(1-x86)^2+100*(x88-x87^2)^2+(1-x87)^2+100*(x89-x88^2)^2+(1-x88)^2+100*(x90-x89^2)^2+(1-x89)^2+100*(x91-x90^2)^2+(1-x90)^2+100*(x92-x91^2)^2+(1-x91)^2+100*(x93-x92^2)^2+(1-x92)^2+100*(x94-x93^2)^2+(1-x93)^2+100*(x95-x94^2)^2+(1-x94)^2+100*(x96-x95^2)^2+(1-x95)^2+100*(x97-x96^2)^2+(1-x96)^2+100*(x98-x97^2)^2+(1-x97)^2+100*(x99-x98^2)^2+(1-x98)^2+100*(x100-x99^2)^2+(1-x99)^2+0
#Iteração 	| Newton Padrão 	| Newton Inexato
0 		| 1.01979900000000e+00	| 1.01979900000000e+00	| 
1 		| 9.06281440948598e-04	| 8.65129621374406e-04	| 
2 		| 1.00819455291613e-06	| 8.24811551125678e-05	| 
3 		| 1.43382128555974e-12	| 5.96046392894822e-05	| 
4 		| 1.23484800718677e-22	| 3.15728145894589e-05	| 
5 		| 4.26440949030173e-28	| 9.63813837519681e-06	| 
6 		| 4.37226156718747e-28	| 2.68948409438733e-07	| 
7 		| 1.71783090278026e-27	| 3.36324393314845e-06	| 
8 		| 4.37965713817390e-28	| 1.36444194305229e-05	| 
9 		| 1.58553646378437e-27	| 2.40137293500214e-05	| 
10 		| 2.90017316233518e-28	| 2.90048677546687e-05	| 
11 		| 9.21315581588271e-28	| 2.67949969682324e-05	| 
12 		| 1.28555977862242e-27	| 1.91838026512233e-05	| 
13 		| 5.09419255498109e-28	| 9.99164991057327e-06	| 
14 		| 2.75472693293506e-28	| 2.93909697211125e-06	| 
15 		| 5.09826011902359e-28	| 5.68323859689564e-08	| 
16 		| 2.98078488608746e-28	| 1.19215960556622e-06	| 
17 		| 3.32973257713131e-28	| 4.56487251309388e-06	| 
18 		| 2.91681319705469e-28	| 7.88785210640265e-06	| 
19 		| 3.96439582728490e-28	| 9.44660268747976e-06	| 
20 		| 7.00360572416528e-28	| 8.69341408424332e-06	| 
21 		| 3.26662370471363e-28	| 6.21697099682597e-06	| 
22 		| 1.83098313887293e-27	| 3.23899121934572e-06	| 
23 		| 5.44240068892636e-28	| 9.52915460585069e-07	| 
24 		| 1.47387566784066e-27	| 2.31062407737842e-08	| 
25 		| 1.00419528044305e-27	| 3.53268726399617e-07	| 
26 		| 3.31950203726673e-28	| 1.40002716298209e-06	| 
27 		| 1.13770998865168e-27	| 2.44588037034498e-06	| 
28 		| 7.22867760118617e-28	| 2.94443087947271e-06	| 
29 		| 8.70581964621231e-28	| 2.71642149706897e-06	| 
30 		| 3.28659174637704e-28	| 1.94454103977750e-06	| 
31 		| 1.58552413783274e-27	| 1.01343098247543e-06	| 
32 		| 5.98523559933147e-28	| 2.98450001644502e-07	| 
33 		| 2.39259047363202e-27	| 7.37535491184667e-09	| 
34 		| 9.06832588406505e-28	| 1.09191406338848e-07	| 
35 		| 2.77987187428898e-28	| 4.34349952062261e-07	| 
36 		| 5.21634273577389e-28	| 7.60041855984518e-07	| 
37 		| 1.33673712984863e-27	| 9.16636903402468e-07	| 
38 		| 2.63910950651361e-28	| 8.47828093126005e-07	| 
39 		| 3.12746371065199e-28	| 6.09190808730529e-07	| 
40 		| 2.62801615003394e-28	| 3.19404539802608e-07	| 
41 		| 2.26464709556651e-28	| 9.53257951508853e-08	| 
42 		| 3.52325001794333e-28	| 2.72174054301554e-09	| 
43 		| 2.74129164564302e-28	| 4.16025552874433e-08	| 
44 		| 3.65242599117328e-28	| 1.64954414070533e-07	| 
45 		| 3.00371115614547e-28	| 2.88251878113633e-07	| 
46 		| 4.01579504564071e-28	| 3.47184373643617e-07	| 
47 		| 3.70394846904551e-28	| 3.20576630284896e-07	| 
48 		| 4.64478835803799e-28	| 2.29792302301661e-07	| 
49 		| 1.38663258210387e-27	| 1.20023665731569e-07	| 
50 		| 6.64923461439801e-28	| 4.53700680744958e-08	| 
Tempo total 	| 5.00015309993178e+01	| 4.09451599996537e+01	|
Tempo SL 	| 2.16718269977719e+01	| 2.70211949981749e+01	|
#

